Comment Number,Comment Content,Processed comments
886,"Even cnn is acknowledging how incompetent biden is, trump is waaaay better for this country",even cnn acknowledging incompetent biden trump waaaay better country
887,"Americans, you deserve another president like Putin. And there will be peace and prosperity on our planet",american deserve another president putin peace prosperity planet
888,This two should be in home care.,two home care
889,Billadyn=shet,billadynshet
890,"Trump doesnt take any bull.from any leaders of other countries, biden must be scared when he meets them, thats how i feel",trump take bullfrom leader country biden must scared meet feel
891,Trump is the WORLD’s WORST next to PUTIN!!!<br>🥾🥵🥾🥵,trump world worst next putin
892,It is quite clear to me this man Biden  has Dimencia .My sister has had Dimencia for years. And she is in a nursing home. And he is going to lead the USA lol😂😂😂 it&#39;s a joke..he can&#39;t even string sentences together,quite clear man biden dimencia sister dimencia year nursing home going lead usa lol jokehe not even string sentence together
893,really sorry for you guys in States having to choose one of these.. greetings from Europe 💪,really sorry guy state choose one greeting europe
895,"not sure why I am watching this, how I endup here and wha is happening . .the discussion between them left permanent damage to my brain... the only thing I can say is please vote Trump he is the only high ranking politician on the west calling for the end of war which is what really matters.. regards from EU and a country bordering Ukraine where NATO weapons are clashing with Russian weapons and moving us close to WW3.. thanks!",sure watching endup wha happening discussion left permanent damage brain thing say please vote trump high ranking politician west calling end war really matter regard eu country bordering ukraine nato weapon clashing russian weapon moving u close ww thanks
896,&quot;and by the way...&quot;,way
897,I can&#39;t even understand the current president.,not even understand current president
898,Impeach Biden!!!!please,impeach bidenplease
899,This was the ENTIRE debate?? I waited until the last minute to see why many people said Joe really messed up and had a senior moment and I NEVER SEEN THAT! I&#39;ve seen him have A FEW &quot;senior moments&quot;  in front of the camera before but not during this debate. I&#39;m stumped and pretty stunned by this. Someone please point out to me the &quot;senior moment&quot; or where he really messed up during this debate. This isn&#39;t rhetorical. I&#39;m really asking for someone to point the moment or moments to me. And FYI I don&#39;t want to vote for either of these candidates and there&#39;s absolutely no bias here.,entire debate waited last minute see many people said joe really messed senior moment never seen seen senior moment front camera debate stumped pretty stunned someone please point senior moment really messed debate rhetorical really asking someone point moment moment fyi want vote either candidate absolutely bias
900,"Trump didn&#39;t lie here. If you buy into that lame excuse to Trump telling the truth, that &quot;he must be lying&quot; then you are a lame lost cause. Open your eyes and wake up. There is video evidence to back up 99% of what Trump said. You simply have to do research and find it. DO NOT TAKE CNN, MSNBC, MSN, ABC, CBS, Fox, news groups word for it. Those news groups are all owned by the same corporation. DON&#39;T be lame and SEEK THE TRUTH!",trump lie buy lame excuse trump telling truth must lying lame lost open eye wake video evidence back trump said simply research find take cnn msnbc msn abc cbs fox news group word news group owned corporation lame seek truth
901,“We’re paying everyone’s bills” one of the realest quotes for our day.,paying everyone bill one realest quote day
902,"A liar debated someone intermittently lucid that forgets what question he was asked so just chooses another from the voices in his head.  Considering the population of our country these two people are the best we have?  A convicted felon ran for president from prison in 1929, (3% of the vote) in 95 years we didn&#39;t change the law, this time a felon may win... Both parties need to put forth qualified candidates that would serve with cognitive deliberation on the issues we face as a people and personal integrity.  Go to the many debate fact check websites, evaluate the candidates statements, you will find the debate stage was effectively empty. the debate topic should not have degenerated to porn stars or golf handicaps We need a bipartisan 3rd candidate we can all cross party lines to vote into office so our country will have the leadership it needs.",liar debated someone intermittently lucid forgets question asked chooses another voice head considering population country two people best convicted felon ran president prison vote year change law time felon may win party need put forth qualified candidate would serve cognitive deliberation issue face people personal integrity go many debate fact check website evaluate candidate statement find debate stage effectively empty debate topic degenerated porn star golf handicap need bipartisan rd candidate cross party line vote office country leadership need
903,FJB Trump 2024!!!,fjb trump
904,"Its like david and goliath, just the way they walked out, trump is strong willed and biden is like a little puppy",david goliath way walked trump strong willed biden little puppy
905,"They&#39;re talking about golf, but I don&#39;t think Biden would even SURVIVE 18 holes.  Probably get confused and wander off or break something during his swing.",talking golf think biden would even survive hole probably get confused wander break something swing
906,wasn&#39;t here when Biden  said skibidi something Hahahahak,biden said skibidi something hahahahak
907,"@<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=62"">1:02</a> jumps to “black colleges” when he was talking about ecology and clean air 😮",jump black college talking ecology clean air
908,😂😂😂😂am from Kenya 254 I think we can bring our president @wiliam RUTO...you won&#39;t believe 😂😂😂😂This guys on talking he is very Smart than these two Gentlemen.....😅😅😅😅😅,kenya think bring president wiliam rutoyou believe guy talking smart two gentleman
909,$100 groceries now cost over $400.,grocery cost
910,I put my paperwork in for the burn pits and still haven’t seen chet. Guess my daddy’s gotta be a president.,put paperwork burn pit still seen chet guess daddy got president
911,"<a href=""https://www.youtube.com/watch?v=v0b6bLN0gFI&amp;list=UULFnbAtbXWhZDXOxAyPcrfDuw&amp;index=3"">https://www.youtube.com/watch?v=v0b6bLN0gFI&amp;list=UULFnbAtbXWhZDXOxAyPcrfDuw&amp;index=3&amp;ab_channel=NovaSpike</a>",httpswwwyoutubecomwatchvvbblngfilistuulfnbatbxwhzdxoxaypcrfduwindexabchannelnovaspike
912,There is unfortunately so much hate on both sides of the debate,unfortunately much hate side debate
913,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=1728"">28:48</a> Joe: 😆😉😎",joe
914,Sorry Biden! How many kids you can in the border? Trump finished the war that Barack Obama started. After one month pregnant abortion should be illegal. One month is enough time to for the women to chose and think. About war everything trump says is true and facts,sorry biden many kid border trump finished war barack obama started one month pregnant abortion illegal one month enough time woman chose think war everything trump say true fact
915,Even Biden stops and listens to Trump 😧,even biden stop listens trump
916,Let me say this again the price didn’t go up 20 percent it went up 💯 percent,let say price go percent went percent
917,Trump will disrupt the currency - as Saudi has pulled out of the petro dollar . Liquid gold key word,trump disrupt currency saudi pulled petro dollar liquid gold key word
918,This is so embarrassing,embarrassing
919,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=2167"">36:07</a> Biden didn’t see <b>a</b> ghost, he saw 27🤣🤣",biden see ghost saw
920,I think all Joe Biden had to do was be awake and he won. Did trump even say anything other than complaining?,think joe biden awake trump even say anything complaining
921,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=1346"">22:26</a> ⁉️⁉️this one counts for trump as a rare truth. that’s true. All the time you will find terrorists from Middle East coming to America. And they’re 2 types.. The first type holding Israeli citizenships. And the second type are the other leaders of the other countries in Middle East.",one count trump rare truth true time find terrorist middle east coming america type first type holding israeli citizenship second type leader country middle east
922,Biden looks Bound and about to cry everytime he speaks🤭,biden look bound cry everytime speaks
923,"Yes, there where major wars that contained just to europe, the napoleonic wars for example",yes major war contained europe napoleonic war example
924,The combined Age of these two men is frightening,combined age two men frightening
925,😊l,l
926,Biden running off dial up trying to queue into the match,biden running dial trying queue match
927,"Biden had his moments and Trump did rant a number of times, but all in all, if Democrat voters have only seen them both on CNN and MSNBC, then they must have been shocked at how gone Biden is ... and how &quot;normal&quot; Trump is.",biden moment trump rant number time democrat voter seen cnn msnbc must shocked gone biden normal trump
928,Does Biden know how not to lie?,biden know lie
929,"The  American people dont care about Jan.6, its long been forgotten. Only the liberal media and the democrats  keep pushing it as a big issue.  What we care about most is the uncertainty of the future   under Bidens administration.",american people care jan long forgotten liberal medium democrat keep pushing big issue care uncertainty future bidens administration
930,poor Joe... He&#39;s so old :/,poor joe old
931,The vegetable vs the suit. Easy win.,vegetable v suit easy win
932,92 percent said Trump won the debate..,percent said trump debate
933,Trump: 😎<br><br>Biden: 😦,trump biden
934,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=2712"">45:12</a>😂😂 Biden is sweating",biden sweating
935,"New drinking game, take a shot of tequila every time Biden says “and by the way”",new drinking game take shot tequila every time biden say way
936,<b>Trump win absolutely!</b>,trump win absolutely
937,"I smell civil war,are you ready.",smell civil warare ready
938,"I&#39;m a foreign to USA but on a serious note, those Democratic Party supporter should be really ashame. I&#39;m sure there are much better adult than Joe so why elect him? He can barely speak also. To be honest I always cough to myself when Biden speak seems like something stuck in his throat. <br>I&#39;m not supporting Republican either but between the two, I&#39;ll definitely vote for Donald. <br>Anyway it doesn&#39;t matter much to me but me and my sister argue better than their debate😂",foreign usa serious note democratic party supporter really ashame sure much better adult joe elect barely speak also honest always cough biden speak seems something stuck throat supporting republican either two definitely vote donald anyway matter much sister argue better debate
939,Trump let Covid inn… them China Planes that landed in Los Angeles if people want to be blind about how dangerous he is… say no more,trump let covid inn china plane landed los angeles people want blind dangerous say
940,I think President Trump agreed to debate with this guy is because he want the whole world to see how senile Joe Biden is,think president trump agreed debate guy want whole world see senile joe biden
941,Make the one who is asking questions a president 🤔🥴,make one asking question president
942,The Clorox Conman’s hand gestures while’s he’s talking look so ridiculous.,clorox conmans hand gesture while talking look ridiculous
943,The presidency is overrated. Worry more about your own state&#39;s governor.,presidency overrated worry state governor
944,If you think that this is pathetic or funny  . Just remember that this is DEMOCRACY,think pathetic funny remember democracy
945,None of the questions were answered.,none question answered
946,We should have early elections,early election
947,Bismillah and Alhamdulillah <br>As Salaam alaikum brothers and sisters ❤!,bismillah alhamdulillah salaam alaikum brother sister
948,So sick of Biden&#39;s lies,sick bidens lie
949,"Ребята, я из России, никого мы захватывать не хотим, это пропаганда! Что мы все пьем водку и имеем личного медведя. Вас дурят, средний класс!  Так же, мы очень хорошо живем, санкции никак не повлияли. Мы так же живем как жили! Только ваш президент передает  деньги Украине, и ваша разбитая техника появляется у нас! Ребята, мы очень дружные, прилетайте, я могу показать вам Москву. А вас очень жалко что ваш президент как &quot;рыбка гуппи&quot; байден явно не в себе.  Мне жаль что ваш президент держит весь мир в напряжении. Рекомендую к просмотру интервью с Такером)   Так же я от души посмеялся с вашего старичка, байден просто персонаж из тупой американской комедии, как  &quot;Очень страшное кино&quot; .  Мне жаль Вас, но если байден останется у власти я закажу себе пива и буду смотреть  обращение Байдена как юмористического персонажа, его глаза, рот, мимика, речь это просто как-будто сюр!!! Ребята, НЕ СЛУШАЙТЕ ПРОПАГАНДУ, ПРИЛЕТАЙТЕ В РОССИЮ, И ПОЙМЕТЕ ЧТО МЫ ТАКИЕ ЖЕ ЛЮДИ) И У НАС НЕ ТАК КАК ВАМ РАССКАЗЫВАЕТ ТЕЛЕВИЗОР! 🗽<br><br><i>____________________________________</i><br><br>Guys, I’m from Russia, we don’t want to capture anyone, this is propaganda! That we all drink vodka and have our own personal bear. You are being fooled, middle class!  Also, we live very well, the sanctions have not affected us at all. We live the same way we lived! Only your president transfers money to Ukraine, and your broken equipment appears with us! Guys, we are very friendly, come, I can show you Moscow. And it’s a pity for you that your president, like a “guppy fish” Biden, is clearly not himself.  I&#39;m sorry that your president is keeping the whole world in suspense. I recommend watching the interview with Tucker) I also had a good laugh at your old man, Biden is just a character from a stupid American comedy like Scary Movie.  I feel sorry for you, but if Biden remains in power, I will order myself a beer and watch Biden’s address as a humorous character, his eyes, mouth, facial expressions, speech, it’s just as if it’s surreal!!! Guys, DON&#39;T LISTEN TO THE PROPAGANDA, FLY TO RUSSIA AND YOU WILL UNDERSTAND THAT WE ARE THE SAME PEOPLE) AND WE ARE NOT LIKE THE TV TELLS YOU!",guy russia want capture anyone propaganda drink vodka personal bear fooled middle class also live well sanction affected u live way lived president transfer money ukraine broken equipment appears u guy friendly come show moscow pity president guppy fish biden clearly sorry president keeping whole world suspense recommend watching interview tucker also good laugh old man biden character stupid american comedy scary movie feel sorry biden remains power order beer watch bidens address humorous character eye mouth facial expression speech surreal guy listen propaganda fly russia understand people tv tell
950,Issues discussed in this debate...<br><br>1. Inflation <br>2. National debt<br>3. Abortion medication <br>4. Immigration and border security <br>5. Foreign policy<br>6. Black lives matter<br>7. Climate change<br>8. Social security <br>9. Childcare <br>10. Opioid crisis,issue discussed debate inflation national debt abortion medication immigration border security foreign policy black life matter climate change social security childcare opioid crisis
951,Trump posted facts about the virginia gov saying kill the baby later ..they sell baby parts for money and trump just nailed it,trump posted fact virginia gov saying kill baby later sell baby part money trump nailed
952,Why is biden always squinting with his mouth open?,biden always squinting mouth open
953,biden= civil war<br>trump= prolly wont be<br>biden= higher prices<br>trump= prolly lower prices<br>biden= stutter problem <br>trump= firm steady voice<br>i vote trump or whoever else is even better for america,biden civil wartrump probably bebiden higher pricestrump probably lower pricesbiden stutter problem trump firm steady voicei vote trump whoever else even better america
954,"123,000 comments and counting... all Anti-Biden. If he &quot;wins&quot; this election, we&#39;re being lied to. 🧐",comment counting antibiden win election lied
955,The rematch must be without microfone muting 😂😂😂😂😂,rematch must without microfone muting
956,VIVA TRUMP ❤❤❤,viva trump
957,&quot;the idea that&quot; - Joe Biden,idea joe biden
958,Was joe biden speaking English?,joe biden speaking english
959,"&quot;Crimnals come from the Middle east&quot; what about the criminals who killed whole countries...<br>Once one said:&quot;kill one person ans youre a killer, kill millions and you are conqueror&quot; the world is loosing its soul",crimnals come middle east criminal killed whole countriesonce one saidkill one person an killer kill million conqueror world loosing soul
960,Lies,lie
961,LovevBiden Great leader ❤❤❤,lovevbiden great leader
962,Wonder what comments will be when Biden wins,wonder comment biden win
963,Biden half leg is already in the grave,biden half leg already grave
964,"Bye bye bi bi den.. bi dumb..bi bi done bidone.. Is over..joe.... It is joever..,..,.,,..,.,",bye bye bi bi den bi dumbbi bi done bidone overjoe joever
965,"Yeah, I remember when my grandad was dying and dementia-addled. He was so convinced he could still do things himself and refused help from anyone. &quot;I&#39;ll do it&quot;, &quot;doggone it&quot; etc. while incoherently rambling. Biden&#39;s cooked. The best thing he can do for liberals right now is drop out. But he has to do it NOW. If by some miracle he pulls a victory this November, in four years we&#39;ll be so crushed under this inadequacy we&#39;ll pendulum swing to the right and all Trump - or someone worse - will have to do in order to win overwhelmingly is fog up a mirror.",yeah remember grandad dying dementiaaddled convinced could still thing refused help anyone doggone etc incoherently rambling bidens cooked best thing liberal right drop miracle pull victory november four year crushed inadequacy pendulum swing right trump someone worse order win overwhelmingly fog mirror
966,😢<br><br>Trump up,trump
967,"are you kidding me that they pulled this guy out of convalescent home, and his facial expression the way he walks what is wrong with this world we gotta get this guy out of office because we know he&#39;s just a puppet and there many people behind him running the presidency",kidding pulled guy convalescent home facial expression way walk wrong world got get guy office know puppet many people behind running presidency
968,If putin is a war criminal then hitler is.... 💀 a whole diffrent being,putin war criminal hitler whole diffrent
969,How many time this OLD MEN have to say THE IDEA 🙃…,many time old men say idea
970,What is biden saying 😂,biden saying
971,"Oh my God, look at Biden. He was like, &quot;What am I doing here?",oh god look biden
972,Biden the end,biden end
973,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=1140"">19:00</a> 😂😂 Biden is like that’s not what i said 😂😂",biden said
974,As a irish. Watching two grandpas talking about golf in a presidental debate was very funny.,irish watching two grandpa talking golf presidental debate funny
975,БИДОН  ЛУЧШИЙ ПРЕЗИК ДЛЯ РОССИИ.      AMERICA WILL NO <br>BE GREAT,america great
976,anytime it’s trumps turn to talk he instantly shoots down biden and goes on about the good that he did straight lying majority of the time,anytime trump turn talk instantly shoot biden go good straight lying majority time
977,BIDON..... PARAM PARAM PAM.................!!!,bidon param param pam
978,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=650"">10:50</a> ain’t bro the one who’s a felon and running for president? felons can’t vote and can hardly get jobs and we can let him still run?",bro one felon running president felon not vote hardly get job let still run
979,"He needs his beloved teleprompter, or a cheat sheet lol",need beloved teleprompter cheat sheet lol
980,Our country be been destroyed by President Joe Biden.,country destroyed president joe biden
981,"A divided America. I went back and looked at Obama and Romney debate. You can note they shook hands, and both smiled to the public.",divided america went back looked obama romney debate note shook hand smiled public
982,A discussion between two Drohne Killers and war criminals,discussion two drohne killer war criminal
983,"this made me quite afraid of getting old. man.. if I couldn&#39;t articulate my thoughts... am I even having thoughts? I&#39;d want to be taken care of and just eat icecream and blink from one happy moment to the next. I&#39;m not a Biden supporter, but I feel strongly for the man.",made quite afraid getting old man could articulate thought even thought would want taken care eat icecream blink one happy moment next biden supporter feel strongly man
984,biden hasn&#39;t a clue of what he&#39;s talking about biden is a babbling  many people running him he needs to retire find some love and peace,biden clue talking biden babbling many people running need retire find love peace
985,Someone already outsmarted,someone already outsmarted
986,they need to go head and let trump take office now. im over this economy,need go head let trump take office economy
988,Trump is a big lying mess,trump big lying mess
990,What a pathetic hypocritical media CNN is..,pathetic hypocritical medium cnn
991,"🛑🛑🛑The issue with Covid is that people are still suffering the after-effects of that pandemic. We could see a massive drop in population even years or decades out. We do not know where that train ends. We can offset the taxes Americans pay with import taxes but we need to prepare ourselves for export taxes. It&#39;s time to come together and support this country&#39;s best interests before there is no country to defend. The question: Is the 2 party system working for anyone except politicians and the connected? Is it really? Please explain your answer.  On the incest comment.... that was poor form. Any assault is as bad as any other assault regardless of the perpetrator&#39;s family ties or immigration status. Still, girls and boys like that angel in Houston may very well have been saved if we fixed our immigration system.  We HAVE TO fix the system. There is no point in painting the walls if the roof has a gaping hole in it.",issue covid people still suffering aftereffect pandemic could see massive drop population even year decade know train end offset tax american pay import tax need prepare export tax time come together support country best interest country defend question party system working anyone except politician connected really please explain answer incest comment poor form assault bad assault regardless perpetrator family tie immigration status still girl boy angel houston may well saved fixed immigration system fix system point painting wall roof gaping hole
992,"Biden looks lost in space, Trump looks strong and fit!",biden look lost space trump look strong fit
993,TRUMP HAS NOT LIED TO US. WHY WOULD HE START 😮 BIDEN OS LYN. HIS TONE OF VOICE BODY LANGUAGE ETC ETC,trump lied u would start biden o lyn tone voice body language etc etc
994,Who really cares about whos better at golf that doesnt affect my life in anyway...,really care better golf affect life anyway
995,Where are the policies spoken for the peeps,policy spoken peep
996,"Biden, we love you.",biden love
997,anyone but trump ...,anyone trump
998,If you don&#39;t know whether you&#39;re voting for Biden or Trump then you ain&#39;t alive - in which case the DNC will be happy to harvest your ballot and cast it for you....,know whether voting biden trump alive case dnc happy harvest ballot cast
999,Bidean is saying good things but not stable to say firmly!,bidean saying good thing stable say firmly
1000,34 Felonies is just a Felonious witchhunt,felony felonious witchhunt
1001,You got room to talk Biden what about the open border,got room talk biden open border
1002,"I dont trust neither   Its all talk.  Whether they say they will change America  Its just their theory   You want to ask anybody!  Ask the congress/ senate. Their the ones with the Yeas &amp; Neas. Joe might of been slow with answers.   Though Trump never answered most of them neither. More and more warehouses  being built in America.  Who is moving in them.  CHINA 🇨🇳  <br>Why America will not have Soc Sec!  Because robots , electric cars , todays computers will take american jobs.  I see more imagration on the highway construction and new housing with no Americans today in the fields today.",trust neither talk whether say change america theory want ask anybody ask congress senate one yea neas joe might slow answer though trump never answered neither warehouse built america moving china america soc sec robot electric car today computer take american job see imagration highway construction new housing american today field today
1003,fake,fake
1004,This is not a debate. It&#39;s a conversation about what they are NOT going to do if they become president.,debate conversation going become president
1005,I am enjoying this comedy show 😄,enjoying comedy show
1006,Trump should do standup 😅😂,trump standup
1008,"I’m not American, but I’d like to know what type of person would who would vote for Biden.",american would know type person would would vote biden
1009,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=462"">7:42</a> i’m no tariff expert but doesn’t raising them just increase the price for the consumer and not the country that items are imported from?<br><br><br>Edit: also if there’s a minimum age requirement for running for president, does this debate not prove there should be an upper limit as well (under the assumption that a leader of a country/nation/nation state is the prime depiction of the people they represent)? Both of the candidates are of retirement age, and they likely should be. And for those who argue that their experience level is what makes them eligible, are they still the BEST we could find in terms of other factors (physical and mental health, perhaps)??",tariff expert raising increase price consumer country item imported fromedit also minimum age requirement running president debate prove upper limit well assumption leader countrynationnation state prime depiction people represent candidate retirement age likely argue experience level make eligible still best could find term factor physical mental health perhaps
1010,Trump is still my president!,trump still president
1011,And Biden keeps saying &quot;the idea&quot;,biden keep saying idea
1013,"biden joker face <a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=5208"">1:26:48</a>",biden joker face
1014,AB KI BAAR TRUMO SARKAAR.........VOTE FOR TRUMP.......FROM INDIA ...............,ab ki baar trumo sarkaarvote trumpfrom india
1015,Watching From India.. I believe America will be much better with trump then biden.,watching india believe america much better trump biden
1016,Biden sound like SpongeBob when he needed some water 😂,biden sound spongebob needed water
1017,"Enjoy your &#39;democracy&#39;.   Enjoy your soap opera, while your standard of living and Western ideology crumbles around you.",enjoy democracy enjoy soap opera standard living western ideology crumbles around
1018,My face when Biden talk 😮😮😮😮😮😮,face biden talk
1019,"CNN = criminals,.... because where is JFK jr ???",cnn criminal jfk jr
1020,"The fact that the acronym MAGA is used interchangeably with &quot;extremists&quot; is very concerning. Does the left even realize it means &quot;make America great again&quot;? Why would that EVER be a bad thing? Are the &quot;extremists&quot; trying to make sure we&#39;re allowed to be foolish and kill our babies late term? No. Are the &quot;extremists&quot; allowing their children to watch naked people dance in the streets in a name of &quot;equality&quot;? Nope. So why are Trump supporters hated so much? Is it because we (yes, I am a Trump supporter, I vote for who makes MY life better) simply don&#39;t stand for the idiocy that is the current office? <br><br>I know this was just a huge jumble of questions in the form of a paragraph, but I&#39;m truly scared at WHY people hate a man that doesn&#39;t want our babies to be killed, wants our borders to be safe again, and wants to drill for oil knowing we have some of the largest reserves in the world and would drive down costs exponentially...",fact acronym maga used interchangeably extremist concerning left even realize mean make america great would ever bad thing extremist trying make sure allowed foolish kill baby late term extremist allowing child watch naked people dance street name equality nope trump supporter hated much yes trump supporter vote make life better simply stand idiocy current office know huge jumble question form paragraph truly scared people hate man want baby killed want border safe want drill oil knowing largest reserve world would drive cost exponentially
1021,&quot;there was no inflation when i became president&quot; -joe biden,inflation became president joe biden
1022,Mr Trump is right we have to stop the killing 🙏🙌👍👍,mr trump right stop killing
1023,😂😂😂 Funny. Seems like to children  fighting each other,funny seems child fighting
1024,"This debate was to reiterate that it doesn&#39;t matter who our &quot;world leaders&quot; are because they do not run their countries anyway, so stop playing the game. Focus on local politics. Focus on your families, your neighborhoods, and your communities. Greater is He who is in us (our Lord and Savior, Jesus Christ) than he who is in the world (satan).",debate reiterate matter world leader run country anyway stop playing game focus local politics focus family neighborhood community greater u lord savior jesus christ world satan
1025,im italian and in this moment im just exploding with laughter <b>no offense</b>,italian moment exploding laughter offense
1026,25th amendment if a president is unfit for duty he must resign. Biden has early signs of Dimentia,th amendment president unfit duty must resign biden early sign dimentia
1027,My Forth Captain Is Mike Lions Aryan Brotherhood. Real Prisoners.,forth captain mike lion aryan brotherhood real prisoner
1028,Late-term abortion only happens when there is a danger to the woman or child and with laws preventing abortion doctors feel pressured not to do it,lateterm abortion happens danger woman child law preventing abortion doctor feel pressured
1029,They should have let them talk over each other it would be much more fun to watch.,let talk would much fun watch
1030,Vote Trump,vote trump
1031,President biden is a LIAR,president biden liar
1032,Yall Trump got this🎉😊,trump got
1033,Trump has gotten better at public speaking...,trump gotten better public speaking
1034,The Joe Biden anti-American mental movement must stop immediately if you want to do the heroic thing and step down from president the American people will have to show him the door and tell him to go with what little mind and mental capabilities you have and enjoy the rest of your life,joe biden antiamerican mental movement must stop immediately want heroic thing step president american people show door tell go little mind mental capability enjoy rest life
1035,Did I just hear Putin say everybody trust them. Africa did not trust you USA,hear putin say everybody trust africa trust usa
1036,Wow ni har världens bästa barn,wow ni har varldens basta barn
1037,Joe Biden his had the mental issues and the mental decline before he became president of the United States they&#39;ve been hiding his health record and the real diagnosis of his problem Joe Biden also claimed that he would be a one-term president because of his mental decline we want the American people to know the truth Joe Biden is not making proper decisions 3 years ago he opened the border and he opened all borders Seashore and airspace here of late we&#39;ve had nuclear Russian submarines in the Gulf of Mexico and off the coast of Florida these are anti-American decision,joe biden mental issue mental decline became president united state hiding health record real diagnosis problem joe biden also claimed would oneterm president mental decline want american people know truth joe biden making proper decision year ago opened border opened border seashore airspace late nuclear russian submarine gulf mexico coast florida antiamerican decision
1038,Why are Bidens pupils so dilated?,bidens pupil dilated
1039,If I hear &quot;and by the way&quot; one more time! 😤,hear way one time
1040,Viva trump. Clean up the mess.  Get us back on track,viva trump clean mess get u back track
1041,"Dear Americans, I&#39;m sorry, but this was one of the funniest things I&#39;ve seen in a while.😅 <br>Clearly, America needs &quot;fresh blood&quot;, but in order for new people to appear in the presidential race, they must first appear in Congress. And there are now mostly old people with a Cold War mindset.",dear american sorry one funniest thing seen clearly america need fresh blood order new people appear presidential race must first appear congress mostly old people cold war mindset
1042,Let&#39;s Go Brandon!!  FJB!!,let u go brandon fjb
1043,Of course he did Biden administration is a disgrace,course biden administration disgrace
1044,A cold take a drink of water and cold med jet lag fly sooner and rest.  Dude u havent and cant leD and defend our country,cold take drink water cold med jet lag fly sooner rest dude not led defend country
1045,"Impeached it=biden, now",impeached itbiden
1046,Biden leave now u r done,biden leave r done
1047,We need a Third Choice,need third choice
1048,Whats wrong with biden voice??,wrong biden voice
1049,Biden looks like death in a suit 😳 💀,biden look death suit
1050,I think Biden had a major success with fighting illegal aliens tho,think biden major success fighting illegal alien though
1051,"The only thing I take away from this debate is the millions of people have died under Biden. I want the wars to end. I want a real economy not a bubble created by inflation, I want American business to hite Americans. How could trump spend more in four years when he faced Covid, yet Biden spent billion in Ukraine. So I&#39;m for trump. I know when trump was in my job was secure, my bussness was secure, I made more money in all my life. Im for trump!",thing take away debate million people died biden want war end want real economy bubble created inflation want american business hite american could trump spend four year faced covid yet biden spent billion ukraine trump know trump job secure bussness secure made money life trump
1052,Why is there only two candidates??,two candidate
1053,Same old things different day.,old thing different day
1054,Was this edited?,edited
1055,They are not answering the question they are only tackling the wrongs they both did,answering question tackling wrong
1056,Good Job Biden!,good job biden
1057,INDIAN PM is Afraid of Doing Live Debate With Anyone 😭😭😭,indian pm afraid live debate anyone
1058,Joe Biden looks like serial killer when he&#39;s mad,joe biden look serial killer mad
1059,Can someone put Biden in Thriller video as a dancing zombie please.,someone put biden thriller video dancing zombie please
1060,Trump openly threatened to incarcerate Biden upon his election during this debate. Biden is obviously unable to complete some of his thoughts. This debate has made me far more discouraged by my options this election.,trump openly threatened incarcerate biden upon election debate biden obviously unable complete thought debate made far discouraged option election
1061,Biden  is like the Mall is open. But no body is in there shopping,biden mall open body shopping
1062,America 2024 Presidential candidates;  both are senior citizens one might be convicted of treason the other might be diagnosed with Dementia . I guess it really doesn&#39;t matter whose President as long as their good at reading scripts .,america presidential candidate senior citizen one might convicted treason might diagnosed dementia guess really matter whose president long good reading script
1063,We want barack obama,want barack obama
1064,GREAT JOB PRESIDENT TRUMP,great job president trump
1065,"<a href=""http://www.youtube.com/results?search_query=%23trump2024"">#Trump2024</a> LET&#39;S GOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO!!!!!!!!!!!!!!!!!!!!!!!!",trump let u goooooooooooooooooooooooooooooooooooooo
1066,"I&#39;m from South Africa, and I find these two old men funny 😂😂<br>Especially when Trump said;<br><br>Trump: I don&#39;t know what he&#39;s sayin and I&#39;m sure he doesn&#39;t know what he said<br><br>Biden: 😮",south africa find two old men funny especially trump saidtrump know sayin sure know saidbiden
1067,The opening of this from CNN LOL<br><br>Basket of groceries ($100) then now $120… yeah everyone believes that number is accurate,opening cnn lolbasket grocery yeah everyone belief number accurate
1069,Why wasn’t RFK included in this?!? Should be a big scandal but no one is talking about it. This country is doomed,rfk included big scandal one talking country doomed
1070,who is better Biden or Trump???,better biden trump
1071,"First question let&#39;s us all know they both answer to the same master. Biden could have easily called out the money printing during Trumps term being the catalyst that drove up the markets, the stimulus checks gave the boost post covid. That money printing and giving out of free money w/out labor returned is exactly what creates inflation. The effects of expanding and contracting the money supply takes years to ripple out across the market, they both know this and stay silent, because they are on the same team.",first question let u u know answer master biden could easily called money printing trump term catalyst drove market stimulus check gave boost post covid money printing giving free money wout labor returned exactly creates inflation effect expanding contracting money supply take year ripple across market know stay silent team
1072,The face that trumps makes 😮😒 is enough to intimidate a competitor.,face trump make enough intimidate competitor
